Método usado: LUUS JAAKOLA

POSIÇÃO	ÁREA(mm²)	CUSTO

1	1.000000000000000e+00	16
2	1.000000000000000e+00	34
3	1.000000000000000e+00	12
4	1.000000000000000e+00	14
5	1.000000000000000e+00	4
6	1.000000000000000e+00	10
7	1.000000000000000e+00	8
8	1.000000000000000e+00	18
9	1.000000000000000e+00	4
10	1.000000000000000e+00	16
11	1.000000000000000e+00	24
12	1.000000000000000e+00	2
13	1.000000000000000e+00	4
14	1.000000000000000e+00	12
15	1.000000000000000e+00	12
16	1.000000000000000e+00	4
17	1.000000000000000e+00	4
18	1.000000000000000e+00	12
19	1.000000000000000e+00	24
20	1.000000000000000e+00	10
21	1.000000000000000e+00	12
22	1.000000000000000e+00	6
23	1.000000000000000e+00	14
24	1.000000000000000e+00	10
25	1.000000000000000e+00	6
26	1.000000000000000e+00	10
27	1.000000000000000e+00	2
28	1.000000000000000e+00	6
29	1.000000000000000e+00	34
30	1.000000000000000e+00	22
31	1.000000000000000e+00	50
32	1.000000000000000e+00	8
33	1.000000000000000e+00	2
34	1.000000000000000e+00	12
35	1.000000000000000e+00	8
36	1.000000000000000e+00	2
37	1.000000000000000e+00	12
38	1.000000000000000e+00	4
39	1.000000000000000e+00	34
40	1.000000000000000e+00	10
41	1.000000000000000e+00	4
42	1.000000000000000e+00	18
43	1.000000000000000e+00	26
44	1.000000000000000e+00	10
45	1.000000000000000e+00	14
46	1.000000000000000e+00	6
47	1.000000000000000e+00	10
48	1.000000000000000e+00	10
49	1.000000000000000e+00	26
50	1.000000000000000e+00	14
51	1.000000000000000e+00	4
52	1.000000000000000e+00	6
53	1.000000000000000e+00	4
54	1.000000000000000e+00	10
55	1.000000000000000e+00	6
56	1.000000000000000e+00	24
57	1.000000000000000e+00	4
58	1.000000000000000e+00	20
59	1.000000000000000e+00	32
60	1.000000000000000e+00	10
61	1.000000000000000e+00	20
62	1.000000000000000e+00	14
63	1.000000000000000e+00	12
64	1.000000000000000e+00	2
65	1.000000000000000e+00	2
66	1.000000000000000e+00	2
67	1.000000000000000e+00	6
68	1.000000000000000e+00	4
69	1.000000000000000e+00	22
70	1.000000000000000e+00	16
71	1.000000000000000e+00	4
72	1.000000000000000e+00	14
73	1.000000000000000e+00	6
74	1.000000000000000e+00	16
75	1.000000000000000e+00	16
76	1.000000000000000e+00	10
77	1.000000000000000e+00	4
78	1.000000000000000e+00	8
79	1.000000000000000e+00	4
80	1.000000000000000e+00	10
81	1.000000000000000e+00	18
82	1.000000000000000e+00	10
83	1.000000000000000e+00	12
84	1.000000000000000e+00	28
85	1.000000000000000e+00	18
86	1.000000000000000e+00	14
87	1.000000000000000e+00	6
88	1.000000000000000e+00	24
89	1.000000000000000e+00	4
90	1.000000000000000e+00	6
91	1.000000000000000e+00	26
92	1.000000000000000e+00	12
93	1.000000000000000e+00	4
94	1.000000000000000e+00	6
95	1.000000000000000e+00	44
96	1.000000000000000e+00	22
97	1.000000000000000e+00	10
98	1.000000000000000e+00	6
99	1.000000000000000e+00	8
100	1.000000000000000e+00	16
101	1.000000000000000e+00	12
102	1.000000000000000e+00	12
103	1.000000000000000e+00	24
104	1.000000000000000e+00	14
105	1.000000000000000e+00	18
106	1.000000000000000e+00	18
107	1.000000000000000e+00	46
108	1.000000000000000e+00	6
109	1.000000000000000e+00	16
110	1.000000000000000e+00	16
111	1.000000000000000e+00	10
112	1.000000000000000e+00	12
113	1.000000000000000e+00	8
114	1.000000000000000e+00	2
115	1.000000000000000e+00	6
116	1.000000000000000e+00	12
117	1.000000000000000e+00	14
118	1.000000000000000e+00	6
119	1.000000000000000e+00	14
120	1.000000000000000e+00	4
121	1.000000000000000e+00	22
122	1.000000000000000e+00	8
123	1.000000000000000e+00	8
124	1.000000000000000e+00	12
125	1.000000000000000e+00	8
126	1.000000000000000e+00	18
127	1.000000000000000e+00	20
128	1.000000000000000e+00	30
129	1.000000000000000e+00	4
130	1.000000000000000e+00	12
131	1.000000000000000e+00	12
132	1.000000000000000e+00	28
133	1.000000000000000e+00	6
134	1.000000000000000e+00	12
135	1.000000000000000e+00	2
136	1.000000000000000e+00	6
137	1.000000000000000e+00	16
138	1.000000000000000e+00	40
139	1.000000000000000e+00	10
140	1.000000000000000e+00	32
141	1.000000000000000e+00	6
142	1.000000000000000e+00	2
143	1.000000000000000e+00	6
144	1.000000000000000e+00	2
145	1.000000000000000e+00	6
146	1.000000000000000e+00	8
147	1.000000000000000e+00	8
148	1.000000000000000e+00	16
149	1.000000000000000e+00	14
150	1.000000000000000e+00	14
151	1.000000000000000e+00	20
152	1.000000000000000e+00	10
153	1.000000000000000e+00	2
154	1.000000000000000e+00	12
155	1.000000000000000e+00	6
156	1.000000000000000e+00	18
157	1.000000000000000e+00	52
158	1.000000000000000e+00	22
159	1.000000000000000e+00	32
160	1.000000000000000e+00	10
161	1.000000000000000e+00	6
162	1.000000000000000e+00	8
163	1.000000000000000e+00	8
164	1.000000000000000e+00	4
165	1.000000000000000e+00	4
166	1.000000000000000e+00	2
167	1.000000000000000e+00	8
168	1.000000000000000e+00	4
169	1.000000000000000e+00	2
170	1.000000000000000e+00	10
171	1.000000000000000e+00	18
172	1.000000000000000e+00	10
173	1.000000000000000e+00	14
174	1.000000000000000e+00	10
175	1.000000000000000e+00	16
176	1.000000000000000e+00	2
177	1.000000000000000e+00	24
178	1.000000000000000e+00	20
179	1.000000000000000e+00	4
180	1.000000000000000e+00	6
181	1.000000000000000e+00	6
182	1.000000000000000e+00	10
183	1.000000000000000e+00	16
184	1.000000000000000e+00	16
185	1.000000000000000e+00	10
186	1.000000000000000e+00	12
187	1.000000000000000e+00	6
188	1.000000000000000e+00	8
189	1.000000000000000e+00	6
190	1.000000000000000e+00	8
191	1.000000000000000e+00	30
192	1.000000000000000e+00	4
193	1.000000000000000e+00	22
194	1.000000000000000e+00	30
195	1.000000000000000e+00	6
196	1.000000000000000e+00	6
197	1.000000000000000e+00	14
198	1.000000000000000e+00	8
199	1.000000000000000e+00	4
200	1.000000000000000e+00	12
201	1.000000000000000e+00	6
202	1.000000000000000e+00	8
203	1.000000000000000e+00	10
204	1.000000000000000e+00	34
205	1.000000000000000e+00	36
206	1.000000000000000e+00	4
207	1.000000000000000e+00	8
208	1.000000000000000e+00	6
209	1.000000000000000e+00	2
210	1.000000000000000e+00	8
211	1.000000000000000e+00	36
212	1.000000000000000e+00	12
213	1.000000000000000e+00	24
214	1.000000000000000e+00	4
215	1.000000000000000e+00	14
216	1.000000000000000e+00	8
217	1.000000000000000e+00	20
218	1.000000000000000e+00	2
219	1.000000000000000e+00	6
220	1.000000000000000e+00	4
221	1.000000000000000e+00	4
222	1.000000000000000e+00	4
223	1.000000000000000e+00	8
224	1.000000000000000e+00	12
225	1.000000000000000e+00	10
226	1.000000000000000e+00	2
227	1.000000000000000e+00	8
228	1.000000000000000e+00	30
229	1.000000000000000e+00	32
230	1.000000000000000e+00	14
231	1.000000000000000e+00	16
232	1.000000000000000e+00	18
233	1.000000000000000e+00	24
234	1.000000000000000e+00	8
235	1.000000000000000e+00	4
236	1.000000000000000e+00	4
237	1.000000000000000e+00	30
238	1.000000000000000e+00	2
