Método usado: LUUS JAAKOLA

POSIÇÃO	ÁREA(mm²)	CUSTO

1	1.000000000000000e+00	8
2	1.000000000000000e+00	14
3	1.000000000000000e+00	8
4	1.000000000000000e+00	18
5	1.000000000000000e+00	4
6	1.000000000000000e+00	22
7	1.000000000000000e+00	2
8	1.000000000000000e+00	12
9	1.000000000000000e+00	26
10	1.000000000000000e+00	12
11	1.000000000000000e+00	12
12	1.000000000000000e+00	2
13	1.000000000000000e+00	8
14	1.000000000000000e+00	20
15	1.000000000000000e+00	2
16	1.000000000000000e+00	4
17	1.000000000000000e+00	2
18	1.000000000000000e+00	12
19	1.000000000000000e+00	4
20	1.000000000000000e+00	6
21	1.000000000000000e+00	16
22	1.000000000000000e+00	4
23	1.000000000000000e+00	2
24	1.000000000000000e+00	4
25	1.000000000000000e+00	16
26	1.000000000000000e+00	2
27	1.000000000000000e+00	20
28	1.000000000000000e+00	6
29	1.000000000000000e+00	8
30	1.000000000000000e+00	10
31	1.000000000000000e+00	4
32	1.000000000000000e+00	10
33	1.000000000000000e+00	26
34	1.000000000000000e+00	2
35	1.000000000000000e+00	28
36	1.000000000000000e+00	4
37	1.000000000000000e+00	38
38	1.000000000000000e+00	10
39	1.000000000000000e+00	8
40	1.000000000000000e+00	10
41	1.000000000000000e+00	8
42	1.000000000000000e+00	6
43	1.000000000000000e+00	28
44	1.000000000000000e+00	68
45	1.000000000000000e+00	6
46	1.000000000000000e+00	16
47	1.000000000000000e+00	2
48	1.000000000000000e+00	4
49	1.000000000000000e+00	6
50	1.000000000000000e+00	32
51	1.000000000000000e+00	10
52	1.000000000000000e+00	18
53	1.000000000000000e+00	14
54	1.000000000000000e+00	14
55	1.000000000000000e+00	24
56	1.000000000000000e+00	4
57	1.000000000000000e+00	8
58	1.000000000000000e+00	14
59	1.000000000000000e+00	26
60	1.000000000000000e+00	4
61	1.000000000000000e+00	18
62	1.000000000000000e+00	6
63	1.000000000000000e+00	14
64	1.000000000000000e+00	20
65	1.000000000000000e+00	10
66	1.000000000000000e+00	4
67	1.000000000000000e+00	8
68	1.000000000000000e+00	16
69	1.000000000000000e+00	18
70	1.000000000000000e+00	12
71	1.000000000000000e+00	24
72	1.000000000000000e+00	30
73	1.000000000000000e+00	42
74	1.000000000000000e+00	12
75	1.000000000000000e+00	8
76	1.000000000000000e+00	12
77	1.000000000000000e+00	2
78	1.000000000000000e+00	4
79	1.000000000000000e+00	16
80	1.000000000000000e+00	2
81	1.000000000000000e+00	16
82	1.000000000000000e+00	32
83	1.000000000000000e+00	10
84	1.000000000000000e+00	14
85	1.000000000000000e+00	18
86	1.000000000000000e+00	2
87	1.000000000000000e+00	6
88	1.000000000000000e+00	4
89	1.000000000000000e+00	26
90	1.000000000000000e+00	6
91	1.000000000000000e+00	40
92	1.000000000000000e+00	4
93	1.000000000000000e+00	10
